"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage"
"","725","89","2136","0","stim","poldrack-single-stim","120","259098","0.0-25.0-78.0","stroop","257091,257770,258451","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","78","test"
"","582","89","2000","0","stim","poldrack-single-stim","121","261103","0.0-25.0-79.0","stroop","259130,259811,260491","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","79","test"
"","824","82","2000","0","stim","poldrack-single-stim","122","263108","0.0-25.0-80.0","stroop","261171,261850,262530","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","80","test"
"","770","71","2000","0","stim","poldrack-single-stim","123","265113","0.0-25.0-81.0","stroop","263211,263891,264571","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","false","82","","incongruent","green","blue","81","test"
"","1007","71","2272","0","stim","poldrack-single-stim","124","267391","0.0-25.0-82.0","stroop","265251,265931,266611,267291","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","82","test"
"","723","89","2000","0","stim","poldrack-single-stim","125","269396","0.0-25.0-83.0","stroop","267971,268651,269330","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","83","test"
"","1188","89","2136","0","stim","poldrack-single-stim","126","271538","0.0-25.0-84.0","stroop","270012,270691,271371","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","84","test"
"","530","89","2408","0","stim","poldrack-single-stim","127","273951","0.0-25.0-85.0","stroop","272052,272731,273411","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","85","test"
"","639","89","2272","0","stim","poldrack-single-stim","128","276228","0.0-25.0-86.0","stroop","274091,274771,275451,276130","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","false","71","","incongruent","blue","red","86","test"
"","482","89","2680","0","stim","poldrack-single-stim","129","278914","0.0-25.0-87.0","stroop","276811,277491,278170,278850","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","87","test"
"","517","82","2000","0","stim","poldrack-single-stim","130","280916","0.0-25.0-88.0","stroop","279530,280212,280891","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","88","test"
"","612","71","2408","0","stim","poldrack-single-stim","131","283329","0.0-25.0-89.0","stroop","281570,282251,282931","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","89","test"
"","794","82","2136","0","stim","poldrack-single-stim","132","285470","0.0-25.0-90.0","stroop","283611,284291,284971","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","90","test"
"","835","89","2680","0","stim","poldrack-single-stim","133","288156","0.0-25.0-91.0","stroop","285651,286330,287011,287691","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","91","test"
"","686","71","2000","0","stim","poldrack-single-stim","134","290161","0.0-25.0-92.0","stroop","288371,289050,289731","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","false","82","","incongruent","green","blue","92","test"
"","619","89","2136","0","stim","poldrack-single-stim","135","292304","0.0-25.0-93.0","stroop","290412,291091,291771","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","93","test"
"","585","89","2952","0","stim","poldrack-single-stim","136","295262","0.0-25.0-94.0","stroop","292450,293131,293811,294490,295171","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","94","test"
"","567","82","2000","0","stim","poldrack-single-stim","137","297267","0.0-25.0-95.0","stroop","295851,296531,297212","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","95","test"
"","13233","32","13233","0","end","poldrack-single-stim","138","310503","0.0-26.0","stroop","297891,298571,299252,299931,300613,301291,301972,302652,303331,304011,304691,305371,306051,306731,307411,308091,308771,309450,310130","<div class = centerbox><div class = center-text><i>Fin</i></div></div>","32","13233","","","","","","","",""
