"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"","2479","89","4568","0","","poldrack-single-stim","62","277870","0.0-62.0","discount_fixed","273886,274567,275246,275926,276607,277287","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">42 days</div></div>","89,71","4000","","20","23","42","larger_later",""
"","1949","71","4636","0","","poldrack-single-stim","63","282511","0.0-63.0","discount_fixed","277967,278647,279327,280006,280687,281365,282046","<div class = dd-stim><div class = amtbox style = ""color:white"">$50</div><br><br><div class = delbox style = ""color:white"">41 days</div></div>","89,71","4000","","20","50","41","smaller_sooner",""
"","1258","89","4636","0","","poldrack-single-stim","64","287153","0.0-64.0","discount_fixed","282726,283406,284086,284766,285445,286126,286806","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","25","176","larger_later",""
"","1166","71","5112","0","","poldrack-single-stim","65","292267","0.0-65.0","discount_fixed","287486,288167,288846,289526,290205,290886,291566,292246","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">22 days</div></div>","89,71","4000","","20","54","22","smaller_sooner",""
"","1422","71","5316","0","","poldrack-single-stim","66","297589","0.0-66.0","discount_fixed","292926,293607,294286,294966,295646,296326,297006","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">44 days</div></div>","89,71","4000","","20","29","44","smaller_sooner",""
"","1584","89","4568","0","","poldrack-single-stim","67","302163","0.0-67.0","discount_fixed","297687,298368,299046,299727,300406,301087,301767","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">89 days</div></div>","89,71","4000","","20","24","89","larger_later",""
"","1465","89","4568","0","","poldrack-single-stim","68","306737","0.0-68.0","discount_fixed","302447,303127,303806,304487,305167,305847,306526","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">77 days</div></div>","89,71","4000","","20","23","77","larger_later",""
"","1342","89","4568","0","","poldrack-single-stim","69","311306","0.0-69.0","discount_fixed","307207,307886,308566,309245,309925,310605,311286","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">130 days</div></div>","89,71","4000","","20","27","130","larger_later",""
"","990","89","4840","0","","poldrack-single-stim","70","316152","0.0-70.0","discount_fixed","311966,312646,313326,314006,314686,315366,316046","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">134 days</div></div>","89,71","4000","","20","23","134","larger_later",""
"","1257","71","4500","0","","poldrack-single-stim","71","320657","0.0-71.0","discount_fixed","316726,317406,318085,318767,319446,320127","<div class = dd-stim><div class = amtbox style = ""color:white"">$55</div><br><br><div class = delbox style = ""color:white"">107 days</div></div>","89,71","4000","","20","55","107","smaller_sooner",""
