onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
174.031	0.561	-0.026751968503937063	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
176.284	0.561	-0.03775196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
178.638	0.561	0.12524803149606292	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
181.194	0.561	-0.013751968503937064	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
183.446	0.561	0.10224803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
185.802	0.561	0.04224803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
188.354	0.561	-0.12775196850393705	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
190.806	0.561	0.04824803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
193.157	0.561	-0.015751968503937064	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
195.812	0.561	-0.06375196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
198.366	0.561	0.15024803149606294	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
201.119	0.561	-0.6307519685039371	0.0	0.0	motor_selective_stop_signal	-1.0	False	71.0	True	crit_stop_success	s608	False
203.672	0.561	0.03524803149606293	50.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
206.124	0.561	0.0032480314960629357	50.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
208.878	0.561	0.2832480314960629	50.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_nosignal	s608	True
211.431	0.561	0.16624803149606293	50.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
213.785	0.561	0.23524803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
216.037	0.561	-0.0037519685039370644	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
218.693	0.561	0.11724803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
220.945	0.561	0.05024803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
223.3	0.561	0.12624803149606292	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
225.553	0.561	0.022248031496062935	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
227.905	0.561	0.24124803149606294	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
230.257	0.561	0.03324803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
232.509	0.561	0.13024803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
235.361	0.561	0.007248031496062936	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
237.717	0.561	0.06924803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
239.969	0.561	0.04324803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
242.322	0.561	-0.056751968503937066	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
244.775	0.561	-0.05875196850393707	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
247.031	0.561	0.11124803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
249.286	0.561	-0.024751968503937065	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
252.038	0.561	0.41824803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
253.392	0.561	-0.6307519685039371		0.0	motor_selective_stop_signal	-1.0	False		True		s608	True
264.902	0.561	0.07224803149606293	0.0	0.0	motor_selective_stop_signal	89.0	False	71.0	False	crit_go	s608	True
267.656	0.561	-0.06275196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
270.112	0.561	0.00024803149606293575	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
