"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage"
"","457","89","2136","0","stim","poldrack-single-stim","120","309167","0.0-25.0-78.0","stroop","307261,307941,308622","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","78","test"
"","507","82","2000","0","stim","poldrack-single-stim","121","311172","0.0-25.0-79.0","stroop","309301,309982,310662","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","79","test"
"","689","82","2000","0","stim","poldrack-single-stim","122","313178","0.0-25.0-80.0","stroop","311342,312021,312702","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","80","test"
"","604","82","2000","0","stim","poldrack-single-stim","123","315183","0.0-25.0-81.0","stroop","313382,314062,314741","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","81","test"
"","513","71","2272","0","stim","poldrack-single-stim","124","317461","0.0-25.0-82.0","stroop","315422,316102,316782","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","82","test"
"","839","82","2000","0","stim","poldrack-single-stim","125","319466","0.0-25.0-83.0","stroop","317462,318142,318822","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","83","test"
"","518","89","2136","0","stim","poldrack-single-stim","126","321605","0.0-25.0-84.0","stroop","319502,320182,320863,321542","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","84","test"
"","392","82","2408","0","stim","poldrack-single-stim","127","324016","0.0-25.0-85.0","stroop","322223,322902,323583","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","85","test"
"","829","89","2272","0","stim","poldrack-single-stim","128","326293","0.0-25.0-86.0","stroop","324262,324943,325622","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","86","test"
"","529","82","2680","0","stim","poldrack-single-stim","129","328976","0.0-25.0-87.0","stroop","326304,326981,327661,328342","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","87","test"
"","447","89","2000","0","stim","poldrack-single-stim","130","330981","0.0-25.0-88.0","stroop","329021,329702,330381","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","88","test"
"","390","89","2408","0","stim","poldrack-single-stim","131","333392","0.0-25.0-89.0","stroop","331062,331741,332422,333101","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","89","test"
"","433","89","2136","0","stim","poldrack-single-stim","132","335531","0.0-25.0-90.0","stroop","333782,334461,335142","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","90","test"
"","843","82","2680","0","stim","poldrack-single-stim","133","338214","0.0-25.0-91.0","stroop","335822,336502,337182,337862","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","91","test"
"","512","89","2000","0","stim","poldrack-single-stim","134","340219","0.0-25.0-92.0","stroop","338542,339222,339902","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","92","test"
"","792","82","2136","0","stim","poldrack-single-stim","135","342358","0.0-25.0-93.0","stroop","340582,341262,341942","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","93","test"
"","720","82","2952","0","stim","poldrack-single-stim","136","345312","0.0-25.0-94.0","stroop","342622,343302,343982,344662","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","94","test"
"","528","89","2000","0","stim","poldrack-single-stim","137","347318","0.0-25.0-95.0","stroop","345342,346022,346702","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","95","test"
"","9956","32","9956","0","end","poldrack-single-stim","138","357275","0.0-26.0","stroop","347383,348062,348743,349422,350103,350782,351463,352142,352821,353501,354181,354861,355542,356222,356902","<div class = centerbox><div class = center-text><i>Fin</i></div></div>","32","9956","","","","","","","",""
