,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_word,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
81,incongruent,1.0,82.0,test,stroop,82,"89,71,82",480,green,blue,,86046,stim,38.0,poldrack-single-stim,s471
82,congruent,1.0,82.0,test,stroop,82,"89,71,82",520,green,green,,88727,stim,39.0,poldrack-single-stim,s471
83,congruent,1.0,89.0,test,stroop,89,"89,71,82",524,red,red,,90728,stim,40.0,poldrack-single-stim,s471
84,congruent,1.0,82.0,test,stroop,82,"89,71,82",615,green,green,,93138,stim,41.0,poldrack-single-stim,s471
85,congruent,1.0,71.0,test,stroop,71,"89,71,82",582,blue,blue,,95275,stim,42.0,poldrack-single-stim,s471
86,incongruent,1.0,82.0,test,stroop,82,"89,71,82",657,green,red,,97956,stim,43.0,poldrack-single-stim,s471
87,incongruent,1.0,71.0,test,stroop,71,"89,71,82",700,blue,green,,99958,stim,44.0,poldrack-single-stim,s471
88,incongruent,1.0,82.0,test,stroop,82,"89,71,82",685,green,red,,102095,stim,45.0,poldrack-single-stim,s471
89,congruent,1.0,89.0,test,stroop,89,"89,71,82",550,red,red,,105048,stim,46.0,poldrack-single-stim,s471
90,incongruent,1.0,89.0,test,stroop,89,"89,71,82",676,red,blue,,107049,stim,47.0,poldrack-single-stim,s471
91,incongruent,1.0,82.0,test,stroop,82,"89,71,82",671,green,blue,,109323,stim,48.0,poldrack-single-stim,s471
92,incongruent,1.0,71.0,test,stroop,71,"89,71,82",611,blue,red,,111324,stim,49.0,poldrack-single-stim,s471
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",578,red,red,,113325,stim,50.0,poldrack-single-stim,s471
94,congruent,1.0,82.0,test,stroop,82,"89,71,82",513,green,green,,115327,stim,51.0,poldrack-single-stim,s471
95,incongruent,1.0,89.0,test,stroop,89,"89,71,82",590,red,blue,,117328,stim,52.0,poldrack-single-stim,s471
96,congruent,1.0,82.0,test,stroop,82,"89,71,82",719,green,green,,119466,stim,53.0,poldrack-single-stim,s471
97,congruent,1.0,89.0,test,stroop,89,"89,71,82",544,red,red,,121468,stim,54.0,poldrack-single-stim,s471
98,incongruent,1.0,71.0,test,stroop,71,"89,71,82",765,blue,green,,123469,stim,55.0,poldrack-single-stim,s471
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",562,blue,blue,,125607,stim,56.0,poldrack-single-stim,s471
100,incongruent,1.0,71.0,test,stroop,71,"89,71,82",908,blue,green,,127608,stim,57.0,poldrack-single-stim,s471
101,incongruent,1.0,89.0,test,stroop,89,"89,71,82",596,red,green,,129609,stim,58.0,poldrack-single-stim,s471
102,incongruent,1.0,82.0,test,stroop,82,"89,71,82",698,green,red,,131747,stim,59.0,poldrack-single-stim,s471
103,congruent,1.0,82.0,test,stroop,82,"89,71,82",528,green,green,,133884,stim,60.0,poldrack-single-stim,s471
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",857,blue,blue,,136157,stim,61.0,poldrack-single-stim,s471
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",698,green,red,,138838,stim,62.0,poldrack-single-stim,s471
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",559,blue,blue,,140839,stim,63.0,poldrack-single-stim,s471
107,congruent,1.0,71.0,test,stroop,71,"89,71,82",495,blue,blue,,142841,stim,64.0,poldrack-single-stim,s471
108,incongruent,1.0,89.0,test,stroop,89,"89,71,82",409,red,blue,,145114,stim,65.0,poldrack-single-stim,s471
109,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1083,red,green,,147116,stim,66.0,poldrack-single-stim,s471
110,congruent,1.0,71.0,test,stroop,71,"89,71,82",557,blue,blue,,149117,stim,67.0,poldrack-single-stim,s471
111,incongruent,1.0,82.0,test,stroop,82,"89,71,82",617,green,blue,,151118,stim,68.0,poldrack-single-stim,s471
112,incongruent,1.0,71.0,test,stroop,71,"89,71,82",511,blue,red,,153120,stim,69.0,poldrack-single-stim,s471
113,incongruent,1.0,71.0,test,stroop,71,"89,71,82",481,blue,green,,155122,stim,70.0,poldrack-single-stim,s471
114,incongruent,1.0,82.0,test,stroop,82,"89,71,82",576,green,red,,157123,stim,71.0,poldrack-single-stim,s471
115,congruent,1.0,71.0,test,stroop,71,"89,71,82",532,blue,blue,,159397,stim,72.0,poldrack-single-stim,s471
116,incongruent,1.0,82.0,test,stroop,82,"89,71,82",663,green,blue,,161398,stim,73.0,poldrack-single-stim,s471
117,congruent,1.0,71.0,test,stroop,71,"89,71,82",742,blue,blue,,163807,stim,74.0,poldrack-single-stim,s471
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",482,blue,blue,,165808,stim,75.0,poldrack-single-stim,s471
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",418,blue,blue,,167946,stim,76.0,poldrack-single-stim,s471
120,congruent,1.0,89.0,test,stroop,89,"89,71,82",408,red,red,,169947,stim,77.0,poldrack-single-stim,s471
121,congruent,1.0,89.0,test,stroop,89,"89,71,82",604,red,red,,171948,stim,78.0,poldrack-single-stim,s471
122,incongruent,1.0,89.0,test,stroop,89,"89,71,82",748,red,blue,,173949,stim,79.0,poldrack-single-stim,s471
123,congruent,1.0,82.0,test,stroop,82,"89,71,82",621,green,green,,176222,stim,80.0,poldrack-single-stim,s471
124,incongruent,1.0,71.0,test,stroop,71,"89,71,82",650,blue,green,,178224,stim,81.0,poldrack-single-stim,s471
125,incongruent,1.0,71.0,test,stroop,71,"89,71,82",469,blue,red,,180498,stim,82.0,poldrack-single-stim,s471
126,incongruent,1.0,89.0,test,stroop,89,"89,71,82",485,red,blue,,182771,stim,83.0,poldrack-single-stim,s471
127,incongruent,1.0,89.0,test,stroop,89,"89,71,82",808,red,green,,184772,stim,84.0,poldrack-single-stim,s471
128,congruent,1.0,71.0,test,stroop,71,"89,71,82",1107,blue,blue,,187454,stim,85.0,poldrack-single-stim,s471
129,incongruent,0.0,71.0,test,stroop,82,"89,71,82",885,blue,green,,189455,stim,86.0,poldrack-single-stim,s471
130,congruent,1.0,82.0,test,stroop,82,"89,71,82",595,green,green,,191728,stim,87.0,poldrack-single-stim,s471
131,congruent,1.0,89.0,test,stroop,89,"89,71,82",609,red,red,,193730,stim,88.0,poldrack-single-stim,s471
132,congruent,1.0,71.0,test,stroop,71,"89,71,82",592,blue,blue,,195732,stim,89.0,poldrack-single-stim,s471
133,incongruent,1.0,89.0,test,stroop,89,"89,71,82",575,red,green,,198005,stim,90.0,poldrack-single-stim,s471
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",613,green,green,,200143,stim,91.0,poldrack-single-stim,s471
135,congruent,1.0,89.0,test,stroop,89,"89,71,82",621,red,red,,202688,stim,92.0,poldrack-single-stim,s471
136,incongruent,1.0,82.0,test,stroop,82,"89,71,82",872,green,red,,205097,stim,93.0,poldrack-single-stim,s471
137,incongruent,1.0,89.0,test,stroop,89,"89,71,82",611,red,green,,207098,stim,94.0,poldrack-single-stim,s471
138,incongruent,1.0,89.0,test,stroop,89,"89,71,82",606,red,blue,,209101,stim,95.0,poldrack-single-stim,s471
5,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",880,red,green,,-127325,stim,1.0,poldrack-categorize,s483
7,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",789,red,blue,,-125069,stim,2.0,poldrack-categorize,s483
9,congruent,1.0,71.0,practice,stroop,71,"89,71,82",609,blue,blue,,-122813,stim,3.0,poldrack-categorize,s483
11,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",414,blue,red,,-120556,stim,4.0,poldrack-categorize,s483
13,congruent,1.0,89.0,practice,stroop,89,"89,71,82",560,red,red,,-118300,stim,5.0,poldrack-categorize,s483
15,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",653,green,red,,-116044,stim,6.0,poldrack-categorize,s483
17,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",534,green,blue,,-113788,stim,7.0,poldrack-categorize,s483
19,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",711,blue,green,,-111532,stim,8.0,poldrack-categorize,s483
21,congruent,1.0,82.0,practice,stroop,82,"89,71,82",841,green,green,,-109276,stim,9.0,poldrack-categorize,s483
43,incongruent,1.0,89.0,test,stroop,89,"89,71,82",663,red,green,,5511,stim,0.0,poldrack-single-stim,s483
44,congruent,1.0,82.0,test,stroop,82,"89,71,82",717,green,green,,7514,stim,1.0,poldrack-single-stim,s483
45,incongruent,1.0,82.0,test,stroop,82,"89,71,82",576,green,red,,9788,stim,2.0,poldrack-single-stim,s483
46,incongruent,1.0,71.0,test,stroop,71,"89,71,82",571,blue,red,,11791,stim,3.0,poldrack-single-stim,s483
47,congruent,1.0,89.0,test,stroop,89,"89,71,82",672,red,red,,13930,stim,4.0,poldrack-single-stim,s483
48,congruent,1.0,89.0,test,stroop,89,"89,71,82",440,red,red,,15932,stim,5.0,poldrack-single-stim,s483
49,congruent,1.0,89.0,test,stroop,89,"89,71,82",529,red,red,,18071,stim,6.0,poldrack-single-stim,s483
50,congruent,1.0,71.0,test,stroop,71,"89,71,82",458,blue,blue,,20074,stim,7.0,poldrack-single-stim,s483
51,congruent,1.0,89.0,test,stroop,89,"89,71,82",601,red,red,,22076,stim,8.0,poldrack-single-stim,s483
52,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1032,red,green,,24080,stim,9.0,poldrack-single-stim,s483
53,incongruent,1.0,82.0,test,stroop,82,"89,71,82",550,green,red,,26354,stim,10.0,poldrack-single-stim,s483
54,incongruent,1.0,71.0,test,stroop,71,"89,71,82",474,blue,green,,28355,stim,11.0,poldrack-single-stim,s483
55,incongruent,1.0,82.0,test,stroop,82,"89,71,82",851,green,blue,,30493,stim,12.0,poldrack-single-stim,s483
56,congruent,1.0,82.0,test,stroop,82,"89,71,82",509,green,green,,32903,stim,13.0,poldrack-single-stim,s483
57,incongruent,1.0,89.0,test,stroop,89,"89,71,82",437,red,blue,,35178,stim,14.0,poldrack-single-stim,s483
58,congruent,1.0,82.0,test,stroop,82,"89,71,82",605,green,green,,37861,stim,15.0,poldrack-single-stim,s483
59,congruent,1.0,82.0,test,stroop,82,"89,71,82",470,green,green,,39864,stim,16.0,poldrack-single-stim,s483
60,congruent,1.0,82.0,test,stroop,82,"89,71,82",462,green,green,,42274,stim,17.0,poldrack-single-stim,s483
61,congruent,1.0,71.0,test,stroop,71,"89,71,82",612,blue,blue,,44413,stim,18.0,poldrack-single-stim,s483
62,incongruent,1.0,82.0,test,stroop,82,"89,71,82",540,green,red,,47096,stim,19.0,poldrack-single-stim,s483
63,incongruent,1.0,71.0,test,stroop,71,"89,71,82",577,blue,red,,49098,stim,20.0,poldrack-single-stim,s483
64,incongruent,1.0,82.0,test,stroop,82,"89,71,82",674,green,blue,,51237,stim,21.0,poldrack-single-stim,s483
65,congruent,1.0,89.0,test,stroop,89,"89,71,82",522,red,red,,54192,stim,22.0,poldrack-single-stim,s483
66,incongruent,1.0,71.0,test,stroop,71,"89,71,82",495,blue,green,,56195,stim,23.0,poldrack-single-stim,s483
67,incongruent,1.0,82.0,test,stroop,82,"89,71,82",534,green,blue,,58469,stim,24.0,poldrack-single-stim,s483
68,incongruent,1.0,71.0,test,stroop,71,"89,71,82",426,blue,red,,60472,stim,25.0,poldrack-single-stim,s483
69,congruent,1.0,82.0,test,stroop,82,"89,71,82",494,green,green,,62475,stim,26.0,poldrack-single-stim,s483
70,congruent,1.0,71.0,test,stroop,71,"89,71,82",521,blue,blue,,64478,stim,27.0,poldrack-single-stim,s483
71,incongruent,1.0,71.0,test,stroop,71,"89,71,82",619,blue,red,,66480,stim,28.0,poldrack-single-stim,s483
72,congruent,1.0,82.0,test,stroop,82,"89,71,82",545,green,green,,68620,stim,29.0,poldrack-single-stim,s483
73,congruent,1.0,71.0,test,stroop,71,"89,71,82",602,blue,blue,,70622,stim,30.0,poldrack-single-stim,s483
74,incongruent,1.0,82.0,test,stroop,82,"89,71,82",597,green,blue,,72625,stim,31.0,poldrack-single-stim,s483
75,congruent,1.0,89.0,test,stroop,89,"89,71,82",630,red,red,,74764,stim,32.0,poldrack-single-stim,s483
76,incongruent,1.0,89.0,test,stroop,89,"89,71,82",411,red,blue,,76766,stim,33.0,poldrack-single-stim,s483
77,incongruent,1.0,71.0,test,stroop,71,"89,71,82",697,blue,green,,78770,stim,34.0,poldrack-single-stim,s483
78,incongruent,1.0,71.0,test,stroop,71,"89,71,82",418,blue,green,,80909,stim,35.0,poldrack-single-stim,s483
79,congruent,1.0,71.0,test,stroop,71,"89,71,82",417,blue,blue,,83048,stim,36.0,poldrack-single-stim,s483
80,congruent,1.0,71.0,test,stroop,71,"89,71,82",502,blue,blue,,85323,stim,37.0,poldrack-single-stim,s483
81,incongruent,1.0,89.0,test,stroop,89,"89,71,82",469,red,blue,,88005,stim,38.0,poldrack-single-stim,s483
82,congruent,1.0,89.0,test,stroop,89,"89,71,82",393,red,red,,90008,stim,39.0,poldrack-single-stim,s483
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",1018,green,green,,92011,stim,40.0,poldrack-single-stim,s483
84,incongruent,1.0,82.0,test,stroop,82,"89,71,82",470,green,red,,94286,stim,41.0,poldrack-single-stim,s483
85,incongruent,1.0,71.0,test,stroop,71,"89,71,82",502,blue,red,,96288,stim,42.0,poldrack-single-stim,s483
86,congruent,1.0,82.0,test,stroop,82,"89,71,82",596,green,green,,98291,stim,43.0,poldrack-single-stim,s483
87,incongruent,1.0,89.0,test,stroop,89,"89,71,82",578,red,green,,100295,stim,44.0,poldrack-single-stim,s483
88,incongruent,1.0,82.0,test,stroop,82,"89,71,82",815,green,blue,,102297,stim,45.0,poldrack-single-stim,s483
89,incongruent,1.0,89.0,test,stroop,89,"89,71,82",602,red,blue,,104300,stim,46.0,poldrack-single-stim,s483
90,incongruent,1.0,82.0,test,stroop,82,"89,71,82",611,green,blue,,106302,stim,47.0,poldrack-single-stim,s483
91,congruent,1.0,82.0,test,stroop,82,"89,71,82",494,green,green,,108577,stim,48.0,poldrack-single-stim,s483
92,incongruent,1.0,82.0,test,stroop,82,"89,71,82",526,green,red,,110580,stim,49.0,poldrack-single-stim,s483
93,congruent,1.0,71.0,test,stroop,71,"89,71,82",663,blue,blue,,112991,stim,50.0,poldrack-single-stim,s483
94,congruent,1.0,89.0,test,stroop,89,"89,71,82",574,red,red,,114993,stim,51.0,poldrack-single-stim,s483
95,congruent,1.0,89.0,test,stroop,89,"89,71,82",544,red,red,,117132,stim,52.0,poldrack-single-stim,s483
96,congruent,0.0,71.0,test,stroop,82,"89,71,82",593,blue,blue,,119135,stim,53.0,poldrack-single-stim,s483
97,congruent,1.0,71.0,test,stroop,71,"89,71,82",465,blue,blue,,121139,stim,54.0,poldrack-single-stim,s483
98,incongruent,1.0,82.0,test,stroop,82,"89,71,82",635,green,blue,,123140,stim,55.0,poldrack-single-stim,s483
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",560,blue,blue,,125415,stim,56.0,poldrack-single-stim,s483
100,incongruent,1.0,82.0,test,stroop,82,"89,71,82",728,green,red,,127418,stim,57.0,poldrack-single-stim,s483
101,incongruent,1.0,89.0,test,stroop,89,"89,71,82",580,red,green,,129693,stim,58.0,poldrack-single-stim,s483
102,incongruent,1.0,71.0,test,stroop,71,"89,71,82",529,blue,red,,131967,stim,59.0,poldrack-single-stim,s483
103,incongruent,1.0,89.0,test,stroop,89,"89,71,82",578,red,blue,,133970,stim,60.0,poldrack-single-stim,s483
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",651,blue,blue,,136653,stim,61.0,poldrack-single-stim,s483
105,incongruent,1.0,89.0,test,stroop,89,"89,71,82",541,red,green,,138655,stim,62.0,poldrack-single-stim,s483
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",804,blue,blue,,140930,stim,63.0,poldrack-single-stim,s483
107,congruent,1.0,82.0,test,stroop,82,"89,71,82",765,green,green,,142933,stim,64.0,poldrack-single-stim,s483
108,congruent,1.0,89.0,test,stroop,89,"89,71,82",475,red,red,,144935,stim,65.0,poldrack-single-stim,s483
109,incongruent,1.0,71.0,test,stroop,71,"89,71,82",538,blue,green,,147210,stim,66.0,poldrack-single-stim,s483
110,congruent,1.0,82.0,test,stroop,82,"89,71,82",494,green,green,,149349,stim,67.0,poldrack-single-stim,s483
111,congruent,1.0,71.0,test,stroop,71,"89,71,82",548,blue,blue,,151896,stim,68.0,poldrack-single-stim,s483
112,incongruent,1.0,89.0,test,stroop,89,"89,71,82",694,red,green,,154306,stim,69.0,poldrack-single-stim,s483
113,incongruent,1.0,89.0,test,stroop,89,"89,71,82",524,red,blue,,156309,stim,70.0,poldrack-single-stim,s483
114,incongruent,1.0,82.0,test,stroop,82,"89,71,82",847,green,red,,158312,stim,71.0,poldrack-single-stim,s483
115,incongruent,1.0,71.0,test,stroop,71,"89,71,82",477,blue,green,,160315,stim,72.0,poldrack-single-stim,s483
116,congruent,1.0,89.0,test,stroop,89,"89,71,82",521,red,red,,162861,stim,73.0,poldrack-single-stim,s483
117,congruent,1.0,89.0,test,stroop,89,"89,71,82",392,red,red,,165000,stim,74.0,poldrack-single-stim,s483
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",657,blue,blue,,167004,stim,75.0,poldrack-single-stim,s483
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",489,blue,blue,,169007,stim,76.0,poldrack-single-stim,s483
120,congruent,1.0,89.0,test,stroop,89,"89,71,82",551,red,red,,171282,stim,77.0,poldrack-single-stim,s483
121,incongruent,1.0,71.0,test,stroop,71,"89,71,82",586,blue,green,,173284,stim,78.0,poldrack-single-stim,s483
122,congruent,1.0,89.0,test,stroop,89,"89,71,82",486,red,red,,175286,stim,79.0,poldrack-single-stim,s483
123,incongruent,1.0,71.0,test,stroop,71,"89,71,82",446,blue,red,,177424,stim,80.0,poldrack-single-stim,s483
124,incongruent,1.0,89.0,test,stroop,89,"89,71,82",522,red,green,,179427,stim,81.0,poldrack-single-stim,s483
125,incongruent,1.0,71.0,test,stroop,71,"89,71,82",549,blue,green,,181702,stim,82.0,poldrack-single-stim,s483
126,congruent,1.0,71.0,test,stroop,71,"89,71,82",480,blue,blue,,183840,stim,83.0,poldrack-single-stim,s483
127,incongruent,1.0,71.0,test,stroop,71,"89,71,82",482,blue,red,,186251,stim,84.0,poldrack-single-stim,s483
128,congruent,1.0,82.0,test,stroop,82,"89,71,82",645,green,green,,188254,stim,85.0,poldrack-single-stim,s483
129,congruent,1.0,89.0,test,stroop,89,"89,71,82",536,red,red,,190257,stim,86.0,poldrack-single-stim,s483
130,incongruent,1.0,89.0,test,stroop,89,"89,71,82",406,red,green,,193075,stim,87.0,poldrack-single-stim,s483
131,incongruent,1.0,89.0,test,stroop,89,"89,71,82",458,red,blue,,195078,stim,88.0,poldrack-single-stim,s483
132,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1098,green,red,,197082,stim,89.0,poldrack-single-stim,s483
133,congruent,1.0,82.0,test,stroop,82,"89,71,82",464,green,green,,199221,stim,90.0,poldrack-single-stim,s483
134,congruent,1.0,89.0,test,stroop,89,"89,71,82",542,red,red,,201224,stim,91.0,poldrack-single-stim,s483
135,incongruent,1.0,89.0,test,stroop,89,"89,71,82",436,red,blue,,203226,stim,92.0,poldrack-single-stim,s483
136,congruent,1.0,82.0,test,stroop,82,"89,71,82",536,green,green,,205229,stim,93.0,poldrack-single-stim,s483
137,incongruent,1.0,82.0,test,stroop,82,"89,71,82",790,green,blue,,207232,stim,94.0,poldrack-single-stim,s483
138,congruent,1.0,82.0,test,stroop,82,"89,71,82",590,green,green,,209235,stim,95.0,poldrack-single-stim,s483
5,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",959,red,blue,,-147344,stim,1.0,poldrack-categorize,s491
7,incongruent,0.0,71.0,practice,stroop,-1,"89,71,82",-1,blue,green,,-145087,stim,2.0,poldrack-categorize,s491
9,incongruent,0.0,89.0,practice,stroop,-1,"89,71,82",-1,red,green,,-142828,stim,3.0,poldrack-categorize,s491
11,congruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,green,,-140570,stim,4.0,poldrack-categorize,s491
13,incongruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,blue,,-138314,stim,5.0,poldrack-categorize,s491
15,congruent,0.0,89.0,practice,stroop,-1,"89,71,82",-1,red,red,,-136057,stim,6.0,poldrack-categorize,s491
17,incongruent,0.0,71.0,practice,stroop,-1,"89,71,82",-1,blue,red,,-133799,stim,7.0,poldrack-categorize,s491
19,incongruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,red,,-131542,stim,8.0,poldrack-categorize,s491
21,congruent,0.0,71.0,practice,stroop,-1,"89,71,82",-1,blue,blue,,-129285,stim,9.0,poldrack-categorize,s491
23,incongruent,0.0,89.0,practice,stroop,-1,"89,71,82",-1,red,blue,,-127027,stim,10.0,poldrack-categorize,s491
25,incongruent,0.0,71.0,practice,stroop,-1,"89,71,82",-1,blue,green,,-124770,stim,11.0,poldrack-categorize,s491
27,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",1002,red,green,,-122513,stim,12.0,poldrack-categorize,s491
29,congruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,green,,-120082,stim,13.0,poldrack-categorize,s491
31,incongruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,blue,,-117824,stim,14.0,poldrack-categorize,s491
33,congruent,0.0,89.0,practice,stroop,-1,"89,71,82",-1,red,red,,-115565,stim,15.0,poldrack-categorize,s491
35,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",658,blue,red,,-113305,stim,16.0,poldrack-categorize,s491
37,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",642,green,red,,-111046,stim,17.0,poldrack-categorize,s491
39,congruent,1.0,71.0,practice,stroop,71,"89,71,82",574,blue,blue,,-108784,stim,18.0,poldrack-categorize,s491
41,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",527,red,blue,,-106523,stim,19.0,poldrack-categorize,s491
43,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",496,blue,green,,-104264,stim,20.0,poldrack-categorize,s491
45,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",597,red,green,,-102006,stim,21.0,poldrack-categorize,s491
47,congruent,1.0,82.0,practice,stroop,82,"89,71,82",553,green,green,,-99746,stim,22.0,poldrack-categorize,s491
49,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",640,green,blue,,-97485,stim,23.0,poldrack-categorize,s491
51,congruent,1.0,89.0,practice,stroop,89,"89,71,82",522,red,red,,-95227,stim,24.0,poldrack-categorize,s491
53,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",660,blue,red,,-92967,stim,25.0,poldrack-categorize,s491
55,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",457,green,red,,-90706,stim,26.0,poldrack-categorize,s491
57,congruent,1.0,71.0,practice,stroop,71,"89,71,82",495,blue,blue,,-88445,stim,27.0,poldrack-categorize,s491
