,ANT_acc,discountFix_acc,DPX_acc,motorSelectiveStop_acc,stopSignal_acc,twoByTwo_acc,stroop_acc,WATT_acc,CCTHot_acc
s614,0.39531859740044956,-1.3256770593672722,-1.4932404062773832,-1.5861611969215836,-1.3060955679169555,-1.3351521836787577,0.21204805488130304,0.452592122114977,-0.46379874599453336
s615,0.9294786119629231,0.958373183616463,0.9719505095101988,0.38521335901498965,-0.06472277152049621,0.7882285422729416,1.2420312607237218,0.51001888617842,1.0968778920279412
s616,0.9294786119629231,-0.3853149514328719,0.9719505095101988,1.1564559888571746,0.8561084401283134,0.8878196855413919,0.8625041818591063,0.9163165486157527,0.20158796622833233
s617,0.9294786119629231,-0.6467604063223876,0.11791155700235556,-0.20588274815962787,0.2159684999315825,0.9901914468774361,0.5202858179902091,0.24336358945361034,-0.4907360476139006
s618,-0.07079904700289749,1.0467877600591025,0.30926251699746865,-0.21998548028659703,0.5222666938231969,0.32978794364975395,-0.3144869662740532,-1.2820325176653409,1.6866303733659251
s619,-0.47710214766797915,-1.1740909025297084,-1.0008064434611839,-1.555072862833192,-1.1443006073042221,-1.9338119581567805,-1.2223545824665225,-1.7689367024894824,0.7079714596575865
s621,0.9294786119629231,1.2164211854175833,-0.22589590047266872,0.3760136331501948,-0.3216318392444651,0.5055060189990622,0.8625041818591063,0.9163165486157527,-1.2645919043845972
s622,0.39531859740044956,-0.637666046335642,0.9719505095101988,1.1564559888571746,-0.06472277152049621,1.5460812708022147,0.21204805488130304,-0.5564083118847026,1.2455792799169547
s624,-0.8308775589364197,0.31788142878411385,-1.6123673639250915,-1.555072862833192,-1.3060955679169555,-1.261823273833811,-1.2223545824665225,-0.4080943879596843,0.7470323703659497
s626,-1.1385725125853605,0.017099221832203818,0.9719505095101988,0.3942000022710878,-0.7708726825187925,-1.011527094681146,-0.538184361046367,0.6446167580997099,-1.701369006830612
s627,0.9294786119629231,0.4924601211299524,0.7353105723455459,-0.21998548028659703,0.8561084401283134,0.5055060189990622,0.21204805488130304,0.9163165486157527,0.03211350867222848
s628,0.9294786119629231,1.0293075397615135,1.2257264388931743,1.1564559888571746,0.8561084401283134,1.7902764094910584,1.2420312607237218,0.9163165486157527,-1.5536105442750985
s629,-1.1385725125853605,-0.0724943290012883,0.30926251699746865,-1.3321124846867267,1.21954746887173,-1.709868312149806,-0.9183149866982059,-5.787127793882084,-0.20244708149480686
s631,-0.07079904700289749,-1.8475397380310163,0.11791155700235556,1.1564559888571746,0.8561084401283134,0.1637308713472882,0.5202858179902091,0.6446167580997099,-3.068758572680659
s633,0.9294786119629231,-0.5780370162596667,0.9719505095101988,-0.20588274815962787,-0.966338785323287,-0.8165571992544579,-0.538184361046367,-0.5357181861656709,0.12540674538285637
s634,-0.8308775589364197,1.1664796057951659,-0.5231992622709168,1.1564559888571746,-0.5564765373141702,0.32978794364975395,-0.3144869662740532,0.11132125377972762,2.2501707151902486
s635,-3.064346639055761,1.115740997820417,-0.3799822953706613,-1.0973182229789535,-1.7066167699435943,-2.2664419218528833,-0.06527124266747343,0.51001888617842,0.00404498146696429
s636,0.39531859740044956,-1.2228672063561854,0.7353105723455459,0.38521335901498965,-0.966338785323287,-0.5368388949819852,1.2420312607237218,-0.5357181861656709,-0.6965335200636182
s638,-0.07079904700289749,-0.023582764860214364,-2.010394244614969,-0.21998548028659703,0.5222666938231969,0.24558039570999224,0.21204805488130304,-0.2795699916033681,-1.0005086908600223
s641,-0.07079904700289749,-0.008767214093277546,0.9719505095101988,-1.7276253327275939,0.5222666938231969,0.24558039570999224,-0.3144869662740532,-0.6624324893772141,0.8403556899708413
s642,0.9294786119629231,1.1327445719062805,1.2257264388931743,-0.6933148902127308,-0.5564765373141702,0.08418351752955992,-0.9183149866982059,-2.447103050175779,-0.15016504524448585
s643,0.39531859740044956,-0.17039777446259244,-0.060194904676899995,1.1564559888571746,-1.1443006073042221,-1.7323995231458524,0.21204805488130304,0.11132125377972762,-0.6291689569886612
s644,0.9294786119629231,-1.6881150370186124,-0.6562486452266009,-0.21998548028659703,-0.5564765373141702,-0.8675774935942058,-2.297475128247534,0.49252473198793983,-0.13372100064671424
s645,-0.47710214766797915,0.7541753437723406,-1.0008064434611839,-1.348802377066487,-0.7708726825187925,-0.06822270808368357,0.8625041818591063,-0.15015366100350253,0.6611203044527801
s648,0.9294786119629231,0.5343716554482647,0.9719505095101988,1.1564559888571746,1.21954746887173,0.5971337986672419,0.5202858179902091,-0.3299688429534731,0.018902896456153
s649,-0.47710214766797915,1.3300343502583913,-1.8382687587297235,-0.034441140608379286,-2.3703276479461497,-1.370071485166244,0.21204805488130304,-0.4080943879596843,0.6997433164055455
s650,-3.063614224409963,0.24594379816829648,-2.208946137666608,-0.6933148902127308,-2.5703990290259733,-2.27178384302316,-2.1154434570008886,-0.3225109840245861,-0.36142659343180505
